HB030,DB090,HH010,HH021,HH030,HH031,HH040,HH050,HH060,HH061,HH070,HH071,HH081,HH091,HS011,HS021,HS031,HS040,HS050,HS060,HD080,HS090,HS100,HS110,HS120,HS130,HS140,HS150,HS160,HS170,HS180,HS190,HY010,HY020,HY022,HY023,HY040G,HY040N,HY050G,HY050N,HY060G,HY070G,HY080G,HY081G,HY090G,HY090N,HY100G,HY110G,HY110N,HY120G,HY130G,HY131G,HY140G,HY145N,HY170G,AP,SL,M_K
10603300,249.65129,2,1,4.0,2011,2,1,,250.0,125.83,,1,1,,3.0,3.0,1,1,1,3,1,1,1,4,575.0,2,2.0,1,2,2,2,9113.57,8217.2,5206.54,5206.54,0.0,0.0,1271.99,1036.31,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,85.0,0,0,811.37,-291,0.0,2,2,1
10603400,221.17964,2,1,1.0,2006,2,2,,50.0,99.0,,1,1,,3.0,,1,1,2,1,1,1,1,2,900.0,2,,2,2,2,2,18450.36,15450.32,15156.25,15156.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,20.0,0,0,2980.04,-118,0.0,2,2,1
10603500,75.89329,4,1,4.0,1994,2,2,,,92.33,,1,1,,3.0,,2,2,2,2,2,1,2,1,400.0,1,,2,2,1,1,9461.22,9053.22,9053.22,5089.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,408.0,0,0.0,2,2,1
10603600,735.93343,4,1,2.0,2006,2,2,,90.0,135.0,,1,1,,3.0,,1,1,1,3,1,1,1,3,550.0,2,,2,2,2,2,9246.82,7184.46,6965.42,6965.42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,2062.36,0,0.0,2,2,1
10603700,208.55909,4,4,2.0,2011,2,1,27.0,,137.0,,1,1,3.0,2.0,,2,2,2,2,1,1,2,1,500.0,1,,2,1,1,2,7979.88,6438.31,5328.15,5328.15,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1541.57,-59,0.0,2,2,1
10603900,297.80004,4,4,2.0,1996,2,2,45.0,,145.0,,1,1,3.0,3.0,3.0,1,1,2,2,1,1,1,2,850.0,2,2.0,2,2,2,2,14273.59,10984.23,10984.23,10984.23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,3289.36,-279,0.0,2,2,1
10604100,186.38782,4,1,5.0,2002,2,2,,300.0,120.0,,1,1,,3.0,,1,1,1,3,1,1,1,2,1300.0,1,,1,1,2,2,13455.71,13287.02,11493.08,8400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,168.69,0,0.0,2,2,1
10604200,140.92778,4,1,3.0,1985,2,1,,200.0,160.0,,1,1,,3.0,,2,1,2,2,2,1,2,2,400.0,1,,2,2,2,2,250.0,235.01,235.01,235.01,250.0,250.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,14.99,0,0,0.0,0,0.0,2,2,1
10604400,128.78048,4,1,3.0,2004,1,2,,120.0,105.0,,1,1,,3.0,,1,1,1,1,1,1,1,5,800.0,3,,2,2,2,2,23183.21,17737.72,17737.72,17737.72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,5445.49,-1,0.0,2,2,1
10604500,297.41443,4,1,4.0,1997,2,2,,100.0,250.0,,1,1,,3.0,,1,1,1,3,1,1,1,3,1500.0,2,,2,2,2,2,16310.5,12714.12,12714.12,12714.12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,3596.38,-128,0.0,2,2,1
10604800,47.32409,4,1,2.0,1969,2,1,,,70.0,,1,1,,3.0,,1,1,2,3,3,1,3,2,300.0,2,,2,2,2,2,4671.22,4643.22,4643.22,-28.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,28.0,0,0,0.0,0,219.11,2,2,1
10604900,210.71251,4,1,4.0,1989,2,1,,220.0,120.0,,1,1,,3.0,,1,1,1,1,1,1,1,3,1400.0,2,,2,2,2,2,20468.91,18158.9,12643.0,12643.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,380.0,323.0,0,0.0,0.0,0.0,0,0,2310.01,0,0.0,2,2,1
10605000,35.94927,2,5,3.0,2007,2,1,,,85.17,,1,1,,3.0,3.0,1,1,1,1,1,1,1,4,900.0,2,2.0,2,2,1,2,12888.07,11736.94,11736.94,11736.94,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.07,0.07,0,0.0,0.0,50.0,0,0,1101.13,-5,0.0,2,2,1
10605400,500.17464,4,2,3.0,2012,1,2,,160.0,168.75,128.0,1,1,3.0,3.0,,1,1,2,3,1,1,1,3,400.0,1,,2,2,1,2,9765.24,7424.36,7424.36,7424.36,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,435,0.0,0.0,0.0,0,0,2340.88,-3,0.0,2,2,1
10605500,394.15884,1,5,1.0,2016,2,2,,,1.0,,1,1,,2.0,,2,2,2,2,2,2,2,1,500.0,1,,2,2,2,2,1753.93,1744.84,91.72,91.72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,9.09,0,0.0,2,2,1
10605900,201.94462,4,4,3.0,2002,1,1,31.0,,161.0,,1,1,2.0,2.0,,2,2,2,1,1,1,1,1,600.0,1,,2,1,1,2,5921.57,5921.57,0.0,0.0,0.0,0.0,819.4,819.4,1997.77,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,2,2,1
10606000,99.34648,4,5,1.0,1989,1,2,,50.0,70.0,,3,2,,3.0,,2,1,2,2,2,3,2,2,400.0,1,,2,1,1,1,6942.24,6183.33,5926.66,3317.38,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,3.0,0,0,755.91,-11,0.0,2,2,1
10606100,110.72469,4,1,3.0,1986,2,2,,50.0,140.0,,1,1,,2.0,,2,2,2,3,3,1,3,1,600.0,1,,2,2,2,2,18487.86,18040.86,18040.86,15960.72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,447.0,0,0.0,2,2,1
10606300,99.51613,2,1,4.0,1986,2,2,,600.0,95.0,,1,1,,3.0,,1,1,2,2,1,1,1,1,450.0,1,,2,2,1,2,3669.36,3666.36,3666.36,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,3.0,0,0,0.0,0,0.0,2,2,1
10606400,367.11387,4,1,3.0,1978,2,2,,50.0,170.0,,1,1,,3.0,,1,1,1,1,1,1,1,2,900.0,1,,2,2,2,2,19057.37,16977.43,16288.62,16288.62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,2079.94,-371,0.0,2,2,1
10606800,232.85433,2,4,1.0,1970,2,2,15.0,50.0,56.11,,3,3,,1.0,,2,2,2,2,2,2,2,2,150.0,1,,2,1,1,1,1791.61,1791.61,1513.26,0.0,0.0,0.0,0.0,0.0,25.0,253.35,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,2,2,1
10606900,235.94623,4,2,4.0,2008,2,1,,200.0,80.0,70.0,1,1,3.0,1.0,,1,1,2,3,1,1,1,2,1500.0,2,,2,2,2,2,17602.07,15423.96,12813.43,12813.43,0.0,0.0,364.52,364.52,1262.72,0.0,0,0,200.0,200.0,240,0.0,0.0,0.0,0,0,2178.11,-248,0.0,2,2,1
10607100,61.60185,1,1,6.0,1995,2,1,,500.0,250.0,,1,1,,3.0,,1,1,1,1,1,1,1,3,1500.0,2,,2,2,2,2,9967.03,8021.42,8021.42,8021.42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,499.0,424.15,0,0.0,0.0,0.0,0,0,1945.61,0,0.0,2,2,1
10607400,198.51707,4,2,4.0,2007,2,1,,250.0,215.0,200.0,1,1,3.0,3.0,3.0,1,1,2,3,1,1,1,3,1500.0,2,2.0,2,2,2,2,10959.21,9537.35,7724.2,7124.2,0.0,0.0,15.06,15.06,45.6,0.0,0,0,0.0,0.0,420,0.0,0.0,70.0,0,0,1351.86,-267,0.0,2,2,1
10607600,162.90634,4,1,3.0,2000,2,1,,150.0,110.0,,1,1,,2.0,,1,1,2,3,1,1,2,2,900.0,1,,2,2,2,2,5952.55,5300.0,5150.0,5150.0,0.0,0.0,0.0,0.0,150.0,0.0,0,2000,350.0,350.0,0,0.0,0.0,0.0,0,0,652.55,0,0.0,2,2,1
10607800,337.48817,4,1,3.0,1984,2,1,,100.0,120.0,,1,1,,3.0,,1,1,1,3,1,1,2,3,500.0,2,,2,2,2,2,14039.64,12191.12,12191.12,8758.34,0.0,0.0,0.0,0.0,0.0,0.0,0,0,109.23,109.23,0,0.0,0.0,0.0,0,0,1848.52,-102,0.0,2,2,1
10607900,97.841,4,1,3.0,1972,2,2,,500.0,140.0,,1,1,,3.0,,1,1,2,3,3,1,1,2,700.0,1,,2,2,2,2,5940.26,5940.26,5940.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,2,2,1
10608000,82.2732,4,1,2.0,1974,1,1,,100.0,80.0,,1,1,,3.0,,1,1,2,1,2,1,1,4,900.0,3,,2,1,1,1,6687.36,6687.36,6687.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,2,2,1
10608200,256.33363,1,1,4.0,1962,2,1,,90.0,98.5,,1,1,,3.0,,1,1,1,3,1,1,1,3,600.0,2,,2,2,2,2,12144.77,11691.13,10454.7,4453.86,0.0,0.0,1236.43,983.2,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,453.64,-241,153.86,2,2,1
10608300,181.27383,4,1,2.0,1998,2,2,,350.0,95.0,,1,1,,3.0,,2,1,2,2,3,2,3,1,400.0,1,,2,1,1,2,3037.02,3037.02,3037.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,2,2,1
10608600,51.1172,2,1,4.0,2004,2,1,,120.0,180.0,,1,1,,3.0,,1,1,1,2,1,1,1,2,1200.0,2,,2,2,2,2,19009.62,15681.43,14545.44,14545.44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.07,0.07,0,0.0,0.0,15.91,0,0,3312.28,-169,0.0,2,2,1
10608700,142.61532,1,1,6.0,2004,2,1,,300.0,236.67000000000002,,1,1,,3.0,,1,1,1,3,1,1,1,3,1200.0,2,,2,2,2,2,26197.87,21558.07,19750.82,19400.82,0.0,0.0,0.0,0.0,0.0,0.0,0,0,300.0,300.0,0,0.0,0.0,30.0,0,0,4609.8,0,0.0,2,2,1
10608800,79.16106,1,1,7.0,1974,2,1,,,255.0,,1,1,,3.0,,1,1,1,2,1,1,1,3,1000.0,2,,2,2,2,2,25145.14,20721.51,18745.73,15583.15,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,28.0,0,0,4395.63,0,282.87,2,2,1
10608900,125.02261,4,5,3.0,2008,2,2,,,100.0,,1,1,,2.0,,1,2,2,2,1,1,1,1,500.0,1,,2,1,1,1,4115.16,4115.16,2400.0,2400.0,0.0,0.0,166.78,166.78,271.83,0.0,2400,1440,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,2,2,1
10609000,242.4013,4,1,3.0,1988,2,1,,90.0,70.0,,1,1,,3.0,3.0,1,1,2,2,1,1,1,2,900.0,2,2.0,2,2,2,2,8507.07,7783.38,7783.38,3115.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,85.0,0,0,638.69,0,0.0,2,2,1
10609100,84.59695,4,1,3.0,1975,2,2,,,120.0,,1,1,,3.0,,1,1,2,3,3,1,3,2,600.0,1,,2,2,2,2,6312.88,6312.88,6312.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,2,2,1
10609200,66.46056,3,1,2.0,2000,2,1,,,41.67,,3,1,,3.0,,2,1,2,2,3,2,2,2,400.0,1,,2,2,2,2,7045.78,5615.0,5615.0,5615.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,3.0,0,0,1427.78,0,0.0,2,2,1
10609600,139.51336,4,1,4.0,1994,1,2,,160.0,120.0,,1,1,,3.0,,1,1,1,1,1,1,1,4,1000.0,3,,2,1,2,2,29808.73,23735.03,23634.64,23634.64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.56,3.56,0,0.0,0.0,0.0,0,0,6073.7,-653,0.0,2,2,1
10610000,490.52161,4,1,4.0,2012,2,2,,100.0,200.0,,1,1,,3.0,,1,1,1,3,1,1,1,3,2000.0,2,,2,2,2,2,34627.01,26609.77,26609.77,26088.45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,8017.24,-356,0.0,2,2,1
10610300,139.0977,1,1,5.0,2012,2,2,,250.0,152.32999999999998,,1,1,,3.0,,1,1,1,1,1,1,1,3,1500.0,2,,2,2,2,2,74622.22,69120.54,68890.81,68890.81,0.0,0.0,0.0,0.0,0.0,0.0,0,0,42020.0,42020.0,0,0.0,0.0,35.0,0,0,5466.68,0,0.0,2,2,1
10610500,84.01997,4,1,4.0,1968,1,1,,130.0,180.0,,1,1,,3.0,,2,1,2,2,2,1,2,1,350.0,1,,2,2,2,2,6835.6,6835.6,6835.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,2,2,1
10610600,122.50908,4,1,4.0,1992,2,1,,120.0,150.0,,1,1,,3.0,,1,1,1,3,1,1,1,3,900.0,2,,2,2,2,2,17697.5,15166.18,15005.01,15005.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0,37.29,37.29,0,0.0,0.0,18.0,0,0,2513.32,-145,0.0,2,2,1
10610800,42.73553,1,1,3.0,1991,1,2,,,20.0,,1,1,,2.0,,2,2,2,2,2,2,2,1,250.0,1,,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,2,2,1
10610900,24.9337,1,1,7.0,2004,2,1,,160.0,101.66,,1,1,,3.0,,1,1,1,1,1,1,1,3,900.0,2,,2,2,2,2,23026.74,20362.3,20111.61,12579.22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,110.0,0,0,2554.44,-501,0.0,2,2,1
10611000,90.61278,4,1,5.0,1996,1,1,,250.0,85.0,,1,1,,3.0,,1,1,2,3,1,1,2,3,800.0,2,2.0,2,2,2,2,12399.53,9919.92,9519.92,9519.92,0.0,0.0,0.0,0.0,0.0,0.0,0,2000,0.0,0.0,0,0.0,0.0,0.0,0,0,2479.61,0,0.0,2,2,1
10611100,42.34857,1,1,5.0,1964,2,2,,90.0,80.41,,1,1,,3.0,,2,1,2,3,3,1,3,1,450.0,1,,2,2,2,2,5797.2,5792.2,5792.2,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,5.0,0,0,0.0,0,213.21,2,2,1
10611300,63.04681,2,1,3.0,1958,2,1,,200.0,206.0,,1,1,,3.0,,2,1,2,3,2,1,3,1,370.0,1,,2,2,2,2,7694.46,7602.04,7602.04,147.58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,92.42,0,0,0.0,0,0.0,2,2,1
10611500,127.64906,2,1,4.0,2004,2,1,,250.0,166.67000000000002,,1,1,,3.0,,1,1,1,3,1,1,1,3,1500.0,2,,2,2,2,2,16838.54,15119.77,14209.5,14209.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,24.0,0,0,1694.77,-127,0.0,2,2,1
10611600,217.66774,4,1,4.0,1989,2,1,,180.0,170.0,,1,1,3.0,3.0,,1,1,1,1,1,1,1,4,1200.0,3,3.0,2,2,2,2,11460.31,9745.59,9745.59,6863.43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,845.0,793.25,0,0.0,0.0,22.0,0,1800,1692.72,0,0.0,2,2,1
10611800,134.13099,4,1,4.0,2009,2,1,,100.0,200.0,,1,1,,3.0,,1,1,1,1,1,1,1,3,1000.0,2,,2,2,2,2,21008.74,16957.89,16957.89,16957.89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,4050.85,-119,0.0,2,2,1
10612000,67.54506,4,1,3.0,1999,2,1,,,120.0,,1,1,,3.0,,1,1,2,2,1,1,1,2,600.0,2,,2,2,1,2,13976.59,12288.84,12288.84,8943.06,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1687.75,-70,0.0,2,2,1
10612500,131.30844,4,2,3.0,2007,2,2,,,305.5,125.0,1,1,3.0,3.0,3.0,1,1,2,3,1,1,1,3,900.0,1,,2,1,1,1,8590.13,7376.07,7376.07,7376.07,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1884,0.0,0.0,0.0,0,0,1214.06,-138,0.0,2,2,1
10612800,192.62758,1,1,6.0,2008,2,1,,350.0,352.5,,1,1,,3.0,3.0,1,1,1,1,1,1,1,3,1500.0,2,2.0,2,2,2,2,57294.42,43890.49,42859.81,42859.81,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,70.94,0,0,13332.99,0,0.0,2,2,1
10612900,157.74012,4,1,2.0,1989,2,2,,120.0,164.0,,1,1,,3.0,,2,2,2,3,3,1,3,2,300.0,1,,2,2,2,2,3875.31,3875.31,3875.31,1380.0,0.0,0.0,0.0,0.0,0.0,0.0,1380,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,2,2,1
10613000,71.0314,1,1,6.0,2011,2,1,,,303.75,,1,1,,3.0,,1,1,1,3,1,1,1,4,600.0,3,,2,2,1,2,36510.54,28304.99,28304.99,28304.99,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,42.0,0,0,8163.55,-254,0.0,2,2,1
10613100,292.11425,4,1,2.0,2013,2,1,,100.0,90.0,,1,1,,3.0,,1,1,2,2,1,2,2,2,300.0,1,,2,2,2,2,3617.59,3611.37,3000.0,3000.0,0.0,0.0,0.0,0.0,611.37,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,6.22,0,0.0,2,2,1
10613200,110.03168,4,1,4.0,1999,2,1,,,150.0,,1,1,,3.0,,1,1,1,1,1,1,1,4,1200.0,2,,2,2,2,2,42218.31,36666.0,36180.0,36180.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,720,0,4832.31,0,0.0,2,2,1
10613300,44.66618,4,1,4.0,1990,2,1,,250.0,110.0,,1,1,,3.0,3.0,1,1,1,1,1,1,1,4,1300.0,3,2.0,2,2,2,2,23891.02,18138.64,17953.62,17953.62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.75,0.75,0,0.0,0.0,0.0,0,0,5752.38,0,0.0,2,2,1
10613400,104.49225,4,1,5.0,2002,2,1,,,119.58,,1,1,,3.0,,1,1,1,3,1,1,1,3,700.0,2,,2,1,1,2,25367.21,19198.98,19198.98,19198.98,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,6168.23,-179,0.0,2,2,1
10613600,44.87962,4,1,4.0,2003,1,2,,300.0,130.0,,1,1,,3.0,,1,1,1,3,1,1,1,4,900.0,2,,2,2,2,2,21306.65,16815.09,14070.14,14070.14,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,37.0,0,0,4454.56,0,0.0,2,2,1
10613800,212.75784,4,1,4.0,1988,2,1,,220.0,92.5,,1,1,,3.0,3.0,1,1,2,3,1,1,1,3,800.0,2,,2,2,2,2,23138.15,17650.99,17396.97,17196.97,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,50.0,0,1500,5437.16,-114,0.0,2,2,1
10613900,178.50975,4,1,4.0,1967,1,1,,50.0,110.0,,1,1,,3.0,,1,1,1,1,1,1,1,2,1300.0,1,,2,2,2,2,20457.55,17849.44,14464.54,14464.54,0.0,0.0,0.0,0.0,208.14,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,2608.11,-145,0.0,2,2,1
10614000,165.32575,4,1,4.0,1979,2,2,,70.0,150.0,,1,1,,3.0,,1,1,2,2,1,1,1,2,600.0,1,,2,1,1,2,8105.07,6278.72,6278.72,6278.72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,1.1,0,0.0,0.0,0.0,0,0,1826.35,0,0.0,2,2,1
10614100,95.22318,4,1,3.0,1980,2,2,,80.0,200.0,,1,1,,3.0,,2,1,2,2,1,1,1,3,2000.0,2,,2,2,2,2,16071.97,13537.56,10753.19,10753.19,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.78,1.78,0,0.0,0.0,19.93,0,0,2514.48,-436,0.0,2,2,1
10614200,66.29817,1,1,5.0,1995,2,1,,250.0,248.33,,1,1,,3.0,3.0,1,1,1,1,1,1,1,3,1500.0,2,2.0,2,2,2,2,20268.83,17544.52,17544.52,17144.52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1568.0,1528.7,0,0.0,0.0,50.0,0,0,2674.31,0,0.0,2,2,1
10614300,135.75132,4,1,5.0,1986,2,1,,400.0,22.0,,1,1,3.0,3.0,,1,1,1,3,1,1,1,4,500.0,3,,2,2,2,2,18699.51,13624.68,13624.68,13624.68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,29.0,1200,0,3845.83,-217,0.0,2,2,1
10614500,279.41934,4,5,2.0,1999,2,2,,,55.0,,1,1,,3.0,,2,2,2,3,3,3,3,1,230.0,1,,2,1,1,2,3521.96,3521.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,2,2,1
10614600,60.93778,1,1,4.0,1997,2,1,,200.0,139.99999999999997,,1,1,,3.0,,1,1,1,1,1,1,1,3,900.0,2,,2,2,2,2,9912.97,9110.2,8939.99,6032.79,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,47.0,0,0,755.77,-112,0.0,2,2,1
10614800,113.72232,4,1,1.0,2015,2,2,,,100.0,,1,1,,3.0,,1,2,2,2,1,1,2,1,1000.0,1,,2,1,1,2,4932.98,4867.31,2681.16,776.88,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,65.67,0,0.0,2,2,1
10614900,104.02839,1,1,5.0,2010,2,1,,200.0,155.83,,1,1,3.0,3.0,3.0,1,1,1,1,1,1,1,4,200.0,3,,2,2,2,2,18024.05,17028.23,17028.23,11806.05,1536.0,1306.0,0.0,0.0,0.0,0.0,0,0,844.3,844.3,0,0.0,0.0,105.38,0,0,890.44,0,0.0,2,2,1
10615000,70.31303,4,1,3.0,1991,2,1,,200.0,250.0,,1,1,3.0,3.0,,1,1,1,3,1,1,1,3,1500.0,2,,2,2,2,2,23244.57,19518.11,19380.18,14307.06,0.0,0.0,0.0,0.0,0.0,0.0,0,0,375.0,318.75,0,0.0,0.0,0.0,0,0,3726.46,-166,0.0,2,2,1
10615100,97.87392,4,1,2.0,2008,1,2,,,100.0,,1,1,,3.0,,1,1,2,2,1,1,1,3,500.0,2,,2,1,1,2,31084.28,26812.57,25210.88,12159.42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,7.0,0,0,4264.71,0,0.0,2,2,1
10615200,240.89155,4,3,1.0,2013,2,1,100.0,,170.0,,1,1,,3.0,,1,1,2,3,1,1,3,3,400.0,2,,2,1,1,1,2400.0,2400.0,2400.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,2400,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,2,2,1
10615400,47.13712,2,1,6.0,1989,2,2,,250.0,100.0,,1,1,,3.0,,1,1,1,3,1,1,1,4,600.0,3,,2,2,1,2,16767.15,14388.08,14388.08,7558.64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,2379.07,0,0.0,2,2,1
10615500,109.48815,4,1,3.0,1973,2,1,,,120.0,,1,1,,3.0,,1,2,2,2,1,1,1,2,600.0,1,,2,2,2,2,6061.26,6033.26,6033.26,-28.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,28.0,0,0,0.0,0,165.72,2,2,1
10615800,34.43756,4,1,4.0,1973,2,2,,150.0,120.0,,1,1,,3.0,,1,1,1,2,3,1,1,3,725.0,2,,2,1,1,2,24368.39,22384.01,22384.01,7300.33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,3.0,0,0,1981.38,-3,0.0,2,2,1
10615900,25.09146,2,1,5.0,1952,2,1,,200.0,203.67,,1,1,,3.0,,1,1,1,3,1,1,1,3,950.0,2,,2,2,2,2,9121.19,9038.19,9038.19,137.87,197.61,171.61,0.0,0.0,0.0,0.0,0,0,23.26,23.26,0,0.0,0.0,57.0,0,0,26.0,0,0.0,2,2,1
10616100,79.7277,4,1,1.0,2004,2,1,,80.0,95.0,,1,1,,3.0,,2,1,2,2,3,2,2,3,600.0,2,,2,1,1,2,5737.88,5737.88,5737.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,2,2,1
10616200,174.38089,3,1,3.0,1973,2,1,,90.0,198.0,,1,1,,3.0,,1,1,2,2,1,1,1,1,700.0,1,,1,2,1,2,6312.76,6312.76,6312.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,2,2,1
10616300,70.44442,4,1,4.0,1986,2,2,,150.0,118.33,,1,1,,3.0,,1,1,1,3,1,1,3,3,800.0,2,,2,2,2,2,13871.64,12388.61,12388.61,5791.63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1483.03,0,0.0,2,2,1
10616600,86.16084,4,1,2.0,1999,2,1,,80.0,90.0,,1,1,,3.0,,2,1,2,2,3,2,3,2,500.0,2,,2,1,1,2,4226.06,4166.06,4166.06,59.0,59.0,59.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,60.0,0,0,0.0,0,0.0,2,2,1
10616700,83.64467,1,1,2.0,1943,2,2,,,220.0,,1,1,,3.0,,2,1,1,3,1,1,1,1,1000.0,1,,1,2,2,2,4446.9,4446.9,4446.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,2,2,1
